Date ,series ,Open,HIGH ,LOW ,PREV. CLOSE ,ltp ,Price ,vwap ,52W H ,52W L ,VOLUME ,VALUE ,No of trades ,Helper
31-Aug-20,EQ,"2,020.00","2,035.00","1,910.10","2,001.45","1,931.85","1,924.00","1,974.15","2,079.00",735.35,190664,"376,398,951.20",10108,260
1-Sep-20,EQ,"1,933.50","1,949.95","1,880.50","1,924.00","1,895.00","1,891.00","1,910.43","2,079.00",735.35,113377,"216,598,715.35",7952,261
2-Sep-20,EQ,"1,895.00","1,959.90","1,892.50","1,891.00","1,959.90","1,945.95","1,925.30","2,079.00",735.35,83162,"160,111,426.35",5556,262
3-Sep-20,EQ,"1,965.20","1,992.55","1,942.25","1,945.95","1,966.00","1,960.45","1,971.39","2,079.00",735.35,153257,"302,129,653.95",9902,263
4-Sep-20,EQ,"1,921.00","1,974.70","1,910.90","1,960.45","1,921.90","1,919.10","1,937.30","2,079.00",735.35,83977,"162,688,754.15",6310,264
7-Sep-20,EQ,"1,922.00","1,947.15","1,885.00","1,919.10","1,917.85","1,922.50","1,910.36","2,079.00",735.35,79638,"152,137,040.15",5264,265
8-Sep-20,EQ,"1,932.00","1,984.90","1,910.00","1,922.50","1,940.70","1,944.15","1,954.84","2,079.00",735.35,225447,"440,712,191.00",13341,266
9-Sep-20,EQ,"1,938.00","1,938.00","1,897.00","1,944.15","1,910.00","1,909.75","1,915.41","2,079.00",735.35,94690,"181,370,495.25",6204,267
10-Sep-20,EQ,"1,923.00","1,933.15","1,887.90","1,909.75","1,920.00","1,911.75","1,908.43","2,079.00",735.35,86090,"164,296,335.90",8046,268
11-Sep-20,EQ,"1,915.00","2,102.90","1,915.00","1,911.75","2,084.40","2,090.60","2,053.12","2,102.90",735.35,1772918,"3,640,010,863.85",81910,269
14-Sep-20,EQ,"2,087.30","2,190.15","2,062.80","2,090.60","2,153.15","2,154.70","2,141.61","2,190.15",735.35,1091182,"2,336,885,268.50",54708,270
15-Sep-20,EQ,"2,155.00","2,173.25","2,125.00","2,154.70","2,139.05","2,144.85","2,149.31","2,190.15",735.35,354351,"761,611,219.40",23010,271
16-Sep-20,EQ,"2,140.00","2,199.70","2,131.55","2,144.85","2,185.00","2,181.55","2,164.14","2,199.70",735.35,254580,"550,947,621.00",17153,272
17-Sep-20,EQ,"2,178.00","2,272.00","2,156.20","2,181.55","2,250.20","2,257.70","2,234.91","2,272.00",735.35,691066,"1,544,472,838.55",35917,273
18-Sep-20,EQ,"2,249.00","2,249.00","2,184.00","2,257.70","2,203.35","2,193.70","2,204.76","2,272.00",735.35,293783,"647,719,793.10",19158,274
21-Sep-20,EQ,"2,205.00","2,265.50","2,083.70","2,193.70","2,103.00","2,102.75","2,215.74","2,272.00",735.35,743398,"1,647,179,715.75",39899,275
22-Sep-20,EQ,"2,105.00","2,200.00","2,057.40","2,102.75","2,169.00","2,161.30","2,140.48","2,272.00",735.35,507668,"1,086,655,180.45",28455,276
23-Sep-20,EQ,"2,190.00","2,242.00","2,150.00","2,161.30","2,227.00","2,223.40","2,209.43","2,272.00",735.35,580960,"1,283,593,266.25",31284,277
24-Sep-20,EQ,"2,210.00","2,215.55","2,099.30","2,223.40","2,112.05","2,114.45","2,162.49","2,272.00",735.35,297312,"642,934,593.25",17386,278
25-Sep-20,EQ,"2,135.00","2,325.85","2,114.45","2,114.45","2,305.00","2,304.35","2,251.18","2,325.85",735.35,1170054,"2,634,003,949.75",59184,279
28-Sep-20,EQ,"2,328.05","2,393.00","2,301.20","2,304.35","2,382.85","2,384.00","2,351.86","2,393.00",735.35,625090,"1,470,126,097.15",36175,280
29-Sep-20,EQ,"2,395.00","2,420.00","2,316.00","2,384.00","2,329.65","2,330.85","2,370.84","2,420.00",735.35,428105,"1,014,970,584.30",36021,281
30-Sep-20,EQ,"2,340.00","2,347.95","2,280.00","2,330.85","2,318.00","2,322.20","2,316.37","2,420.00",735.35,331363,"767,560,245.20",29182,282
1-Oct-20,EQ,"2,338.00","2,356.00","2,305.00","2,322.20","2,335.70","2,335.80","2,333.06","2,420.00",735.35,305728,"713,281,049.60",28709,283
5-Oct-20,EQ,"2,354.80","2,438.95","2,330.35","2,335.80","2,341.85","2,345.10","2,379.13","2,438.95",735.35,558324,"1,328,327,580.40",50520,284
6-Oct-20,EQ,"2,354.50","2,414.80","2,322.00","2,345.10","2,411.10","2,403.60","2,371.44","2,438.95",735.35,411099,"974,894,768.20",31888,285
7-Oct-20,EQ,"2,405.00","2,429.00","2,351.45","2,403.60","2,403.80","2,395.40","2,382.85","2,438.95",735.35,244624,"582,901,662.45",18537,286
8-Oct-20,EQ,"2,450.00","2,554.90","2,437.25","2,395.40","2,473.95","2,467.35","2,497.45","2,554.90",735.35,1017006,"2,539,926,276.15",52167,287
9-Oct-20,EQ,"2,468.95","2,499.95","2,420.00","2,467.35","2,470.00","2,466.45","2,460.03","2,554.90",735.35,328969,"809,274,629.50",20916,288
12-Oct-20,EQ,"2,467.00","2,710.00","2,467.00","2,466.45","2,702.45","2,667.60","2,602.43","2,710.00",735.35,1741341,"4,531,717,564.60",74860,289
13-Oct-20,EQ,"2,677.70","2,814.00","2,642.00","2,667.60","2,785.80","2,797.50","2,732.25","2,814.00",735.35,1700016,"4,644,872,257.15",74261,290
14-Oct-20,EQ,"2,701.25","2,767.20","2,595.00","2,797.50","2,601.95","2,606.70","2,671.93","2,814.00",735.35,1356657,"3,624,892,327.05",76091,291
15-Oct-20,EQ,"2,631.00","2,649.80","2,483.05","2,606.70","2,502.00","2,508.65","2,551.66","2,814.00",735.35,1055096,"2,692,245,709.55",52138,292
16-Oct-20,EQ,"2,528.00","2,598.00","2,467.25","2,508.65","2,582.95","2,577.20","2,543.44","2,814.00",735.35,1066656,"2,712,978,093.65",51176,293
19-Oct-20,EQ,"2,588.00","2,627.75","2,518.00","2,577.20","2,531.00","2,543.45","2,572.44","2,814.00",735.35,691197,"1,778,066,143.30",37093,294
20-Oct-20,EQ,"2,536.00","2,635.90","2,523.15","2,543.45","2,574.80","2,576.00","2,583.92","2,814.00",735.35,810729,"2,094,861,586.65",38297,295
21-Oct-20,EQ,"2,582.00","2,618.50","2,480.55","2,576.00","2,510.00","2,511.60","2,563.89","2,814.00",735.35,640089,"1,641,116,664.10",31918,296
22-Oct-20,EQ,"2,521.05","2,563.30","2,433.15","2,511.60","2,479.70","2,456.65","2,489.76","2,814.00",735.35,751377,"1,870,749,140.20",41135,297
23-Oct-20,EQ,"2,500.00","2,533.95","2,340.00","2,456.65","2,369.80","2,380.10","2,419.26","2,814.00",735.35,1667509,"4,034,132,517.65",86735,298
26-Oct-20,EQ,"2,365.00","2,399.15","2,181.50","2,380.10","2,196.75","2,212.15","2,284.62","2,814.00",735.35,6184703,"14,129,693,856.80",115983,299
27-Oct-20,EQ,"2,180.00","2,273.00","2,178.40","2,212.15","2,225.00","2,228.70","2,239.07","2,814.00",735.35,1004134,"2,248,322,173.75",53380,300
28-Oct-20,EQ,"2,228.70","2,280.00","2,220.00","2,228.70","2,235.00","2,242.30","2,255.39","2,814.00",735.35,554290,"1,250,141,917.55",30010,301
29-Oct-20,EQ,"2,235.00","2,255.80","2,170.00","2,242.30","2,211.00","2,200.70","2,217.13","2,814.00",735.35,635824,"1,409,704,153.25",27989,302
30-Oct-20,EQ,"2,209.00","2,278.80","2,165.55","2,200.70","2,202.00","2,205.65","2,226.03","2,814.00",735.35,800257,"1,781,394,442.85",41989,303
2-Nov-20,EQ,"2,205.00","2,226.05","2,101.95","2,205.65","2,115.45","2,117.90","2,144.44","2,814.00",735.35,429330,"920,670,961.20",24148,304
3-Nov-20,EQ,"2,133.90","2,171.50","2,077.50","2,117.90","2,134.30","2,129.55","2,130.66","2,814.00",735.35,688573,"1,467,114,092.20",36716,305
4-Nov-20,EQ,"2,142.10","2,229.40","2,142.05","2,129.55","2,182.00","2,183.75","2,192.04","2,814.00",735.35,832575,"1,825,036,426.55",43501,306
5-Nov-20,EQ,"2,222.00","2,229.00","2,180.00","2,183.75","2,193.00","2,197.75","2,205.54","2,814.00",735.35,357307,"788,053,552.65",18076,307
6-Nov-20,EQ,"2,209.25","2,222.80","2,180.70","2,197.75","2,217.10","2,218.05","2,207.63","2,814.00",735.35,391952,"865,283,988.60",19636,308
9-Nov-20,EQ,"2,246.30","2,339.00","2,226.25","2,218.05","2,330.00","2,330.15","2,294.05","2,814.00",735.35,1026412,"2,354,641,613.15",44580,309
10-Nov-20,EQ,"2,340.00","2,346.00","2,210.70","2,330.15","2,222.10","2,223.90","2,252.61","2,814.00",735.35,758606,"1,708,846,575.65",43493,310
11-Nov-20,EQ,"2,224.00","2,301.75","2,214.25","2,223.90","2,291.25","2,289.70","2,260.14","2,814.00",735.35,570470,"1,289,341,100.60",37618,311
12-Nov-20,EQ,"2,276.00","2,354.50","2,237.00","2,289.70","2,333.00","2,335.25","2,324.50","2,814.00",735.35,706611,"1,642,514,305.05",32650,312
13-Nov-20,EQ,"2,328.00","2,358.70","2,284.00","2,335.25","2,307.90","2,304.30","2,309.88","2,814.00",735.35,386871,"893,627,237.55",22404,313
14-Nov-20,EQ,"2,319.90","2,341.20","2,306.00","2,304.30","2,318.30","2,318.95","2,325.88","2,814.00",735.35,45252,"105,250,841.70",3421,314
17-Nov-20,EQ,"2,329.00","2,329.00","2,272.35","2,318.95","2,309.00","2,303.90","2,296.66","2,814.00",735.35,273684,"628,560,273.35",21173,315
18-Nov-20,EQ,"2,310.00","2,335.00","2,291.60","2,303.90","2,319.05","2,318.05","2,307.85","2,814.00",735.35,287839,"664,290,268.90",17300,316
19-Nov-20,EQ,"2,320.00","2,390.00","2,310.00","2,318.05","2,317.00","2,331.40","2,355.98","2,814.00",735.35,701805,"1,653,440,703.65",40446,317
20-Nov-20,EQ,"2,347.00","2,405.00","2,317.00","2,331.40","2,354.00","2,355.00","2,363.45","2,814.00",735.35,716526,"1,693,471,289.70",33665,318
23-Nov-20,EQ,"2,366.00","2,449.00","2,349.35","2,355.00","2,424.00","2,424.65","2,408.25","2,814.00",735.35,604392,"1,455,525,118.50",29012,319
24-Nov-20,EQ,"2,433.75","2,485.00","2,426.70","2,424.65","2,449.00","2,453.05","2,457.39","2,814.00",735.35,559738,"1,375,492,482.20",32968,320
25-Nov-20,EQ,"2,457.90","2,482.85","2,412.20","2,453.05","2,425.00","2,424.45","2,454.06","2,814.00",735.35,412912,"1,013,310,230.80",25145,321
26-Nov-20,EQ,"2,428.95","2,495.00","2,420.30","2,424.45","2,450.00","2,451.30","2,462.74","2,814.00",735.35,479070,"1,179,824,490.00",29081,322
27-Nov-20,EQ,"2,460.85","2,478.95","2,393.00","2,451.30","2,405.00","2,400.65","2,428.15","2,814.00",735.35,286800,"696,394,022.55",16160,323
1-Dec-20,EQ,"2,404.00","2,476.20","2,385.00","2,400.65","2,451.20","2,455.40","2,439.27","2,814.00",735.35,315214,"768,891,451.60",23398,324
2-Dec-20,EQ,"2,465.00","2,481.60","2,407.00","2,455.40","2,445.45","2,443.25","2,447.49","2,814.00",735.35,351021,"859,121,534.80",18821,325
3-Dec-20,EQ,"2,453.00","2,514.00","2,451.25","2,443.25","2,480.00","2,484.60","2,481.94","2,814.00",735.35,754884,"1,873,574,891.80",33207,326
4-Dec-20,EQ,"2,497.00","2,497.00","2,435.80","2,484.60","2,447.00","2,448.15","2,457.90","2,814.00",735.35,198270,"487,327,034.85",15546,327
7-Dec-20,EQ,"2,449.90","2,485.00","2,448.35","2,448.15","2,453.50","2,455.70","2,459.90","2,814.00",735.35,315825,"776,896,961.40",12670,328
8-Dec-20,EQ,"2,464.30","2,493.00","2,411.00","2,455.70","2,474.95","2,477.45","2,458.39","2,814.00",735.35,394651,"970,204,186.60",21963,329
9-Dec-20,EQ,"2,480.00","2,564.55","2,474.05","2,477.45","2,509.00","2,507.60","2,525.03","2,814.00",735.35,746184,"1,884,137,857.70",38391,330
10-Dec-20,EQ,"2,510.00","2,511.80","2,455.70","2,507.60","2,481.00","2,481.45","2,483.40","2,814.00",735.35,230710,"572,945,645.35",14698,331
11-Dec-20,EQ,"2,481.45","2,525.00","2,465.50","2,481.45","2,495.00","2,498.00","2,497.61","2,814.00",735.35,264368,"660,286,954.95",16753,332
14-Dec-20,EQ,"2,501.00","2,519.00","2,483.00","2,498.00","2,502.15","2,503.15","2,503.60","2,814.00",735.35,135692,"339,718,261.70",10595,333
15-Dec-20,EQ,"2,507.10","2,558.40","2,488.85","2,503.15","2,527.00","2,540.55","2,534.48","2,814.00",735.35,352227,"892,711,619.00",21606,334
16-Dec-20,EQ,"2,545.00","2,552.85","2,505.00","2,540.55","2,534.00","2,534.10","2,528.53","2,814.00",735.35,236588,"598,219,797.60",14987,335
17-Dec-20,EQ,"2,512.00","2,549.65","2,496.80","2,534.10","2,510.00","2,510.55","2,527.74","2,814.00",735.35,141877,"358,627,745.00",10650,336
18-Dec-20,EQ,"2,530.00","2,625.00","2,530.00","2,510.55","2,552.00","2,556.80","2,577.01","2,814.00",735.35,974484,"2,511,255,238.80",51045,337
21-Dec-20,EQ,"2,560.00","2,628.05","2,305.00","2,556.80","2,405.00","2,390.00","2,493.02","2,814.00",735.35,656398,"1,636,414,230.00",34264,338
22-Dec-20,EQ,"2,414.00","2,596.65","2,340.00","2,390.00","2,570.00","2,563.25","2,462.74","2,814.00",735.35,786285,"1,936,417,271.90",44757,339
23-Dec-20,EQ,"2,575.00","2,661.00","2,546.45","2,563.25","2,620.10","2,632.20","2,614.12","2,814.00",735.35,778684,"2,035,576,411.95",41881,340
24-Dec-20,EQ,"2,621.10","2,687.00","2,590.30","2,632.20","2,651.00","2,652.55","2,640.96","2,814.00",735.35,602180,"1,590,335,275.85",29594,341
28-Dec-20,EQ,"2,670.00","2,715.00","2,663.15","2,652.55","2,680.05","2,690.90","2,692.33","2,814.00",735.35,434906,"1,170,910,044.25",21677,342
29-Dec-20,EQ,"2,690.65","2,729.90","2,667.85","2,690.90","2,676.00","2,680.50","2,701.91","2,814.00",735.35,333417,"900,863,102.25",16624,343
30-Dec-20,EQ,"2,687.00","2,708.00","2,657.05","2,680.50","2,691.00","2,694.60","2,688.81","2,814.00",735.35,240135,"645,676,917.15",15145,344
31-Dec-20,EQ,"2,696.00","2,714.75","2,665.00","2,694.60","2,700.00","2,705.15","2,690.60","2,814.00",735.35,175429,"472,009,791.95",10990,345
1-Jan-21,EQ,"2,703.25","2,748.00","2,685.85","2,705.15","2,732.00","2,722.25","2,728.32","2,814.00",735.35,216757,"591,382,204.90",12807,346
4-Jan-21,EQ,"2,750.90","2,867.25","2,720.00","2,722.25","2,836.05","2,838.55","2,804.23","2,867.25",735.35,523222,"1,467,233,048.45",32190,347
5-Jan-21,EQ,"2,840.00","2,906.00","2,811.10","2,838.55","2,872.00","2,882.55","2,874.20","2,906.00",735.35,632717,"1,818,554,879.20",41562,348
6-Jan-21,EQ,"2,885.00","2,909.55","2,761.00","2,882.55","2,796.00","2,801.55","2,828.32","2,909.55",735.35,436993,"1,235,956,059.40",29139,349
7-Jan-21,EQ,"2,830.00","2,850.00","2,730.00","2,801.55","2,749.70","2,740.80","2,762.84","2,909.55",735.35,353906,"977,785,319.95",22754,350
8-Jan-21,EQ,"2,776.50","2,825.00","2,745.00","2,740.80","2,802.00","2,804.20","2,791.59","2,909.55",735.35,498550,"1,391,744,960.30",27195,351
11-Jan-21,EQ,"2,820.20","2,848.00","2,766.45","2,804.20","2,815.00","2,817.05","2,811.90","2,909.55",735.35,495273,"1,392,656,681.30",28004,352
12-Jan-21,EQ,"2,812.40","2,831.50","2,751.75","2,817.05","2,765.05","2,772.35","2,785.80","2,909.55",735.35,222656,"620,275,908.55",17745,353
13-Jan-21,EQ,"2,779.00","2,797.50","2,666.55","2,772.35","2,722.30","2,730.20","2,735.04","2,909.55",735.35,344363,"941,846,542.20",28623,354
14-Jan-21,EQ,"2,742.40","2,753.10","2,671.65","2,730.20","2,732.95","2,734.00","2,712.31","2,909.55",735.35,370482,"1,004,863,848.75",20985,355
15-Jan-21,EQ,"2,753.45","2,762.80","2,610.00","2,734.00","2,628.05","2,637.80","2,664.17","2,909.55",735.35,375905,"1,001,473,153.90",26213,356
18-Jan-21,EQ,"2,648.00","2,655.00","2,491.75","2,637.80","2,495.00","2,509.85","2,550.27","2,909.55",735.35,409992,"1,045,588,614.10",30409,357
19-Jan-21,EQ,"2,537.90","2,553.00","2,475.00","2,509.85","2,516.00","2,517.00","2,510.92","2,909.55",735.35,425600,"1,068,648,106.60",36245,358
20-Jan-21,EQ,"2,530.00","2,647.35","2,526.00","2,517.00","2,622.00","2,620.15","2,611.39","2,909.55",735.35,574158,"1,499,351,674.05",37280,359
21-Jan-21,EQ,"2,638.00","2,759.20","2,535.20","2,620.15","2,572.25","2,554.65","2,603.53","2,909.55",735.35,379262,"987,419,852.25",21297,360
22-Jan-21,EQ,"2,572.25","2,587.80","2,482.90","2,554.65","2,488.00","2,491.00","2,528.77","2,909.55",735.35,324671,"821,019,113.60",19961,361
25-Jan-21,EQ,"2,496.00","2,511.30","2,371.85","2,491.00","2,396.05","2,397.65","2,428.48","2,909.55",735.35,340348,"826,527,262.55",26162,362
27-Jan-21,EQ,"2,407.90","2,485.00","2,371.35","2,397.65","2,442.95","2,448.05","2,440.27","2,909.55",735.35,480020,"1,171,378,948.15",30925,363
28-Jan-21,EQ,"2,409.50","2,427.95","2,367.00","2,448.05","2,422.00","2,420.10","2,402.81","2,909.55",735.35,293093,"704,247,010.40",17654,364
29-Jan-21,EQ,"2,420.10","2,476.80","2,353.00","2,420.10","2,380.05","2,392.80","2,408.43","2,909.55",735.35,656175,"1,580,352,502.35",34613,365
1-Feb-21,EQ,"2,381.00","2,442.30","2,325.05","2,392.80","2,428.00","2,423.80","2,392.68","2,909.55",735.35,240826,"576,219,924.80",20745,366
2-Feb-21,EQ,"2,449.90","2,498.00","2,384.05","2,423.80","2,446.05","2,453.05","2,427.61","2,909.55",735.35,451684,"1,096,513,596.40",25644,367
3-Feb-21,EQ,"2,470.00","2,552.00","2,428.60","2,453.05","2,520.00","2,523.25","2,519.13","2,909.55",735.35,457239,"1,151,844,622.15",29132,368
4-Feb-21,EQ,"2,539.00","2,561.70","2,508.55","2,523.25","2,534.00","2,548.30","2,543.19","2,909.55",735.35,287341,"730,763,338.35",18759,369
5-Feb-21,EQ,"2,565.00","2,572.55","2,435.25","2,548.30","2,498.95","2,498.60","2,505.59","2,909.55",735.35,575079,"1,440,911,966.65",34088,370
8-Feb-21,EQ,"2,520.00","2,640.45","2,480.40","2,498.60","2,608.55","2,604.65","2,589.62","2,909.55",735.35,487169,"1,261,580,978.35",33686,371
9-Feb-21,EQ,"2,622.00","2,643.90","2,527.00","2,604.65","2,550.00","2,543.65","2,597.29","2,909.55",735.35,355183,"922,514,520.60",18610,372
10-Feb-21,EQ,"2,555.00","2,620.00","2,520.15","2,543.65","2,620.00","2,605.65","2,592.75","2,909.55",735.35,340844,"883,722,676.45",19671,373
11-Feb-21,EQ,"2,600.00","2,659.00","2,574.35","2,605.65","2,640.00","2,640.60","2,635.74","2,909.55",735.35,225339,"593,935,787.35",15643,374
12-Feb-21,EQ,"2,658.00","2,699.90","2,600.00","2,640.60","2,630.00","2,611.80","2,653.97","2,909.55",735.35,381351,"1,012,093,630.80",21173,375
15-Feb-21,EQ,"2,629.00","2,650.00","2,581.60","2,611.80","2,593.00","2,595.10","2,614.05","2,909.55",735.35,115606,"302,199,462.55",9560,376
16-Feb-21,EQ,"2,601.00","2,653.00","2,581.05","2,595.10","2,615.00","2,622.05","2,629.67","2,909.55",735.35,341414,"897,805,319.55",16525,377
17-Feb-21,EQ,"2,600.00","2,616.00","2,540.00","2,622.05","2,583.30","2,586.80","2,571.67","2,909.55",735.35,203604,"523,602,447.10",14510,378
18-Feb-21,EQ,"2,599.90","2,666.10","2,573.65","2,586.80","2,609.60","2,615.80","2,621.11","2,909.55",735.35,339308,"889,362,244.25",26120,379
19-Feb-21,EQ,"2,615.90","2,644.90","2,544.10","2,615.80","2,565.00","2,570.25","2,591.98","2,909.55",735.35,209259,"542,395,606.85",17322,380
22-Feb-21,EQ,"2,571.00","2,586.55","2,450.70","2,570.25","2,474.00","2,471.00","2,509.56","2,909.55",735.35,151596,"380,439,356.80",12029,381
23-Feb-21,EQ,"2,483.20","2,525.00","2,450.00","2,471.00","2,460.00","2,465.35","2,490.95","2,909.55",735.35,179812,"447,902,129.90",17579,382
24-Feb-21,EQ,"2,479.00","2,513.95","2,300.00","2,465.35","2,513.95","2,498.45","2,480.26","2,909.55",735.35,143008,"354,696,814.80",12768,383
25-Feb-21,EQ,"2,521.00","2,561.00","2,507.00","2,498.45","2,518.85","2,516.90","2,535.68","2,909.55",735.35,132411,"335,752,099.00",10987,384
26-Feb-21,EQ,"2,512.00","2,590.00","2,450.50","2,516.90","2,539.95","2,542.05","2,520.89","2,909.55",735.35,248948,"627,570,604.70",22952,385
1-Mar-21,EQ,"2,555.50","2,569.00","2,476.05","2,542.05","2,513.00","2,504.20","2,517.27","2,909.55",735.35,122858,"309,267,111.20",11378,386
2-Mar-21,EQ,"2,533.25","2,619.00","2,521.05","2,504.20","2,613.00","2,601.30","2,579.80","2,909.55",735.35,286315,"738,636,168.50",20635,387
3-Mar-21,EQ,"2,618.00","2,698.00","2,602.00","2,601.30","2,670.00","2,674.55","2,659.49","2,909.55",735.35,326166,"867,434,709.60",28076,388
4-Mar-21,EQ,"2,620.00","2,694.85","2,620.00","2,674.55","2,636.00","2,635.55","2,665.80","2,909.55",735.35,165983,"442,477,118.00",16702,389
5-Mar-21,EQ,"2,630.00","2,655.10","2,564.00","2,635.55","2,593.00","2,585.65","2,599.18","2,909.55",735.35,147042,"382,188,016.15",12125,390
8-Mar-21,EQ,"2,618.95","2,631.80","2,552.00","2,585.65","2,577.00","2,563.15","2,593.97","2,909.55",735.35,136788,"354,823,888.05",11593,391
9-Mar-21,EQ,"2,583.00","2,631.00","2,495.10","2,563.15","2,620.00","2,582.80","2,556.87","2,909.55",735.35,188462,"481,872,954.70",16148,392
10-Mar-21,EQ,"2,620.00","2,757.00","2,620.00","2,582.80","2,733.00","2,734.00","2,722.30","2,909.55",735.35,1193338,"3,248,621,492.15",87919,393
12-Mar-21,EQ,"2,742.00","2,793.95","2,711.00","2,734.00","2,724.00","2,722.10","2,756.64","2,909.55",735.35,476338,"1,313,093,328.95",35344,394
15-Mar-21,EQ,"2,740.00","2,840.00","2,727.00","2,722.10","2,824.10","2,825.40","2,793.68","2,909.55",735.35,757455,"2,116,088,906.15",49450,395
16-Mar-21,EQ,"2,840.00","3,015.25","2,825.00","2,825.40","2,986.00","2,993.55","2,951.95","3,015.25",735.35,1308579,"3,862,861,341.60",81521,396
17-Mar-21,EQ,"2,980.00","3,032.00","2,930.00","2,993.55","2,948.00","2,949.55","2,984.02","3,032.00",735.35,784046,"2,339,606,836.20",47570,397
18-Mar-21,EQ,"2,953.90","2,989.95","2,840.85","2,949.55","2,890.00","2,874.40","2,919.26","3,032.00",735.35,468053,"1,366,366,903.85",32793,398
19-Mar-21,EQ,"2,882.00","3,000.00","2,815.05","2,874.40","2,963.45","2,966.75","2,914.75","3,032.00",735.35,481531,"1,403,541,201.90",31858,399
22-Mar-21,EQ,"2,975.65","3,012.80","2,895.20","2,966.75","2,925.00","2,921.20","2,946.81","3,032.00",735.35,325777,"960,002,870.00",19943,400
23-Mar-21,EQ,"2,932.70","2,964.25","2,853.20","2,921.20","2,862.00","2,866.55","2,894.54","3,032.00",735.35,238913,"691,544,416.20",16363,401
24-Mar-21,EQ,"2,848.00","2,894.60","2,814.05","2,866.55","2,830.00","2,825.65","2,864.35","3,032.00",735.35,288497,"826,357,018.55",24796,402
25-Mar-21,EQ,"2,838.00","2,839.45","2,725.00","2,825.65","2,767.00","2,751.40","2,770.38","3,032.00",735.35,298289,"826,373,914.70",18637,403
26-Mar-21,EQ,"2,771.00","2,844.00","2,750.00","2,751.40","2,832.25","2,796.05","2,797.12","3,032.00",735.35,249711,"698,470,736.55",18046,404
30-Mar-21,EQ,"2,832.00","2,988.00","2,776.30","2,796.05","2,939.80","2,960.10","2,900.64","3,032.00","1,011.05",706485,"2,049,262,150.40",45529,405
31-Mar-21,EQ,"2,931.00","2,946.00","2,875.00","2,960.10","2,920.00","2,926.95","2,911.61","3,032.00","1,011.05",337479,"982,607,921.80",26662,406
1-Apr-21,EQ,"2,936.00","3,070.80","2,888.15","2,926.95","2,924.00","2,933.45","2,977.76","3,070.80","1,011.05",832101,"2,477,797,292.20",49429,407
5-Apr-21,EQ,"2,919.00","3,059.90","2,885.00","2,933.45","3,043.05","3,036.60","2,999.98","3,070.80","1,019.40",766853,"2,300,541,441.90",54890,408
6-Apr-21,EQ,"3,050.00","3,069.95","2,985.30","3,036.60","2,995.45","2,998.95","3,021.42","3,070.80","1,019.40",511609,"1,545,787,865.70",31186,409
7-Apr-21,EQ,"2,998.90","3,139.70","2,990.15","2,998.95","3,092.00","3,107.65","3,066.74","3,139.70","1,019.40",998900,"3,063,365,388.80",45044,410
8-Apr-21,EQ,"3,121.00","3,184.95","3,055.00","3,107.65","3,083.00","3,078.95","3,118.07","3,184.95","1,019.40",638091,"1,989,612,592.45",36765,411
9-Apr-21,EQ,"3,098.40","3,181.90","3,090.05","3,078.95","3,160.00","3,167.85","3,147.74","3,184.95","1,019.40",567715,"1,787,020,440.65",33924,412
12-Apr-21,EQ,"3,153.80","3,195.45","3,040.00","3,167.85","3,120.05","3,118.30","3,105.44","3,195.45","1,019.40",686244,"2,131,092,713.35",43328,413
13-Apr-21,EQ,"3,140.00","3,150.00","2,817.70","3,118.30","2,900.00","2,890.50","2,907.11","3,195.45","1,019.40",1192328,"3,466,231,952.15",70037,414
15-Apr-21,EQ,"2,870.00","3,072.00","2,870.00","2,890.50","3,050.00","3,045.05","3,015.48","3,195.45","1,019.40",1197238,"3,610,246,505.45",71014,415
16-Apr-21,EQ,"3,045.00","3,222.90","3,035.05","3,045.05","3,167.50","3,171.95","3,157.79","3,222.90","1,019.40",1118546,"3,532,132,450.00",60335,416
19-Apr-21,EQ,"3,050.95","3,170.00","3,050.95","3,171.95","3,112.25","3,111.65","3,127.00","3,222.90","1,019.40",524015,"1,638,596,339.65",34447,417
20-Apr-21,EQ,"3,129.00","3,147.95","2,987.75","3,111.65","3,018.70","3,010.00","3,067.02","3,222.90","1,019.40",494558,"1,516,817,542.30",34189,418
22-Apr-21,EQ,"3,018.60","3,019.00","2,864.95","3,010.00","2,886.00","2,878.95","2,899.48","3,222.90","1,019.40",531624,"1,541,432,305.70",33020,419
23-Apr-21,EQ,"2,890.00","2,979.95","2,843.30","2,878.95","2,853.00","2,851.00","2,897.02","3,222.90","1,019.40",655022,"1,897,608,584.75",42947,420
26-Apr-21,EQ,"2,869.90","2,900.95","2,799.80","2,851.00","2,811.00","2,808.10","2,836.81","3,222.90","1,078.30",381791,"1,083,066,853.25",26316,421
27-Apr-21,EQ,"2,832.70","2,869.00","2,785.00","2,808.10","2,824.05","2,838.10","2,830.06","3,222.90","1,078.30",441989,"1,250,856,732.20",25526,422
28-Apr-21,EQ,"2,839.75","2,896.00","2,825.00","2,838.10","2,871.90","2,868.20","2,867.47","3,222.90","1,078.30",298609,"856,252,316.50",27278,423
29-Apr-21,EQ,"2,893.90","2,931.00","2,830.90","2,868.20","2,848.50","2,844.70","2,875.20","3,222.90","1,078.30",396597,"1,140,293,947.80",24309,424
30-Apr-21,EQ,"2,843.80","2,919.75","2,820.60","2,844.70","2,867.00","2,869.05","2,863.90","3,222.90","1,078.30",473597,"1,356,336,231.60",23936,425
